"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"02/28/2017","17","PM10","","54-009-0011","AQS","17","."
"03/01/2017","8","PM10","","54-009-0011","AQS","8","."
"03/02/2017","16","PM2.5","","54-009-0005","AQS","10","16"
"03/03/2017","7","PM10","","54-009-0011","AQS","7","."
"03/04/2017","7","PM10","","54-009-0011","AQS","7","."
"03/05/2017","26","PM2.5","","54-009-0005","AQS","7","26"
"03/06/2017","26","PM10","","54-009-0011","AQS","26","."
"03/07/2017","14","PM10","","54-009-0011","AQS","14","."
"03/08/2017","10","PM2.5","","54-009-0011","AQS","10","10"
"03/09/2017","9","PM10","","54-009-0011","AQS","9","."
"03/10/2017","6","PM10","","54-009-0011","AQS","6","."
"03/11/2017","22","PM2.5","","54-009-0005","AQS","7","22"
"03/12/2017","10","PM10","","54-009-0011","AQS","10","."
"03/13/2017","12","PM10","","54-009-0011","AQS","12","."
"03/14/2017","28","PM2.5","","54-009-0005","AQS","20","28"
"03/15/2017","8","PM10","","54-009-0011","AQS","8","."
"03/16/2017","10","PM10","","54-009-0011","AQS","10","."
"03/17/2017","55","PM2.5","","54-009-0005","AQS","22","55"
"03/18/2017","8","PM10","","54-009-0011","AQS","8","."
"03/19/2017","12","PM10","","54-009-0011","AQS","12","."
"03/20/2017","53","PM2.5","","54-009-0005","AQS","18","53"
"03/21/2017","12","PM10","","54-009-0011","AQS","12","."
"03/22/2017","7","PM10","","54-009-0011","AQS","7","."
"03/23/2017","28","PM2.5","","54-009-0011","AQS","12","28"
"03/24/2017","26","PM10","","54-009-0011","AQS","26","."
"03/25/2017","25","PM10","","54-009-0011","AQS","25","."
"03/26/2017","48","PM2.5","","54-009-0005","AQS","18","48"
"03/27/2017","10","PM10","","54-009-0011","AQS","10","."
"03/28/2017","12","PM10","","54-009-0011","AQS","12","."
"03/29/2017","23","PM2.5","","54-009-0005","AQS","6","23"
"03/30/2017","11","PM10","","54-009-0011","AQS","11","."
"03/31/2017","8","PM10","","54-009-0011","AQS","8","."
"04/01/2017","18","PM2.5","","54-009-0005","AQS","6","18"
"04/02/2017","12","PM10","","54-009-0011","AQS","12","."
"04/03/2017","16","PM10","","54-009-0011","AQS","16","."
"04/04/2017","23","PM2.5","","54-009-0005","AQS","6","23"
"04/05/2017","7","PM10","","54-009-0011","AQS","7","."
"04/06/2017","3","PM10","","54-009-0011","AQS","3","."
"04/07/2017","19","PM2.5","","54-009-0005","AQS","6","19"
"04/08/2017","14","PM10","","54-009-0011","AQS","14","."
"04/09/2017","20","PM10","","54-009-0011","AQS","20","."
"04/10/2017","48","PM2.5","","54-009-0011","AQS","27","48"
"04/11/2017","24","PM10","","54-009-0011","AQS","24","."
"04/12/2017","10","PM10","","54-009-0011","AQS","10","."
"04/13/2017","26","PM2.5","","54-009-0011","AQS","12","26"
"04/14/2017","21","PM10","","54-009-0011","AQS","21","."
"04/15/2017","36","PM10","","54-009-0011","AQS","36","."
"04/16/2017","44","PM2.5","","54-009-0005","AQS","22","44"
"04/17/2017","7","PM10","","54-009-0011","AQS","7","."
"04/18/2017","11","PM10","","54-009-0011","AQS","11","."
"04/19/2017","42","PM2.5","","54-009-0011","AQS","24","42"
"04/20/2017","21","PM10","","54-009-0011","AQS","21","."
"04/21/2017","8","PM10","","54-009-0011","AQS","8","."
"04/22/2017","17","PM2.5","","54-009-0005","AQS","6","17"
"04/23/2017","9","PM10","","54-009-0011","AQS","9","."
"04/24/2017","10","PM10","","54-009-0011","AQS","10","."
"04/25/2017","14","PM2.5","","54-009-0011","AQS","8","14"
"04/26/2017","15","PM10","","54-009-0011","AQS","15","."
"04/27/2017","22","PM10","","54-009-0011","AQS","22","."
"04/28/2017","32","PM2.5","","54-009-0011","AQS","15","32"
"04/29/2017","17","PM10","","54-009-0011","AQS","17","."
"04/30/2017","25","PM10","","54-009-0011","AQS","25","."
"05/01/2017","32","PM2.5","","54-009-0011","AQS","17","32"
"05/02/2017","8","PM10","","54-009-0011","AQS","8","."
"05/03/2017","6","PM10","","54-009-0011","AQS","6","."
"05/04/2017","24","PM2.5","","54-009-0011","AQS","13","24"
"05/05/2017","5","PM10","","54-009-0011","AQS","5","."
"05/06/2017","3","PM10","","54-009-0011","AQS","3","."
"05/07/2017","20","PM2.5","","54-009-0005","AQS","11","20"
"05/08/2017","9","PM10","","54-009-0011","AQS","9","."
"05/09/2017","19","PM10","","54-009-0011","AQS","19","."
"05/10/2017","32","PM2.5","","54-009-0005","AQS","16","32"
"05/11/2017","17","PM10","","54-009-0011","AQS","17","."
"05/12/2017","9","PM10","","54-009-0011","AQS","9","."
"05/13/2017","32","PM2.5","","54-009-0005","AQS","16","32"
"05/14/2017","18","PM10","","54-009-0011","AQS","18","."
"05/16/2017","55","PM2.5","","54-009-0011","AQS","21","55"
"05/17/2017","28","PM10","","54-009-0011","AQS","28","."
"05/18/2017","22","PM10","","54-009-0011","AQS","22","."
"05/19/2017","43","PM2.5","","54-009-0005","AQS","28","43"
"05/20/2017","15","PM10","","54-009-0011","AQS","15","."
"05/21/2017","11","PM10","","54-009-0011","AQS","11","."
"05/22/2017","26","PM2.5","","54-009-0005","AQS","8","26"
"05/23/2017","11","PM10","","54-009-0011","AQS","11","."
"05/24/2017","7","PM10","","54-009-0011","AQS","7","."
"05/25/2017","15","PM2.5","","54-009-0011","AQS","8","15"
"05/26/2017","9","PM10","","54-009-0011","AQS","9","."
"05/27/2017","12","PM10","","54-009-0011","AQS","12","."
"05/28/2017","51","PM2.5","","54-009-0005","AQS","15","51"
"05/29/2017","12","PM10","","54-009-0011","AQS","12","."
"05/30/2017","16","PM10","","54-009-0011","AQS","16","."
"05/31/2017","32","PM2.5","","54-009-0005","AQS","19","32"
"06/02/2017","18","PM10","","54-009-0011","AQS","18","."
"06/03/2017","57","PM2.5","","54-009-0011","AQS","24","57"
"06/04/2017","23","PM10","","54-009-0011","AQS","23","."
"06/05/2017","12","PM10","","54-009-0011","AQS","12","."
"06/06/2017","18","PM2.5","","54-009-0005","AQS","9","18"
"06/07/2017","5","PM10","","54-009-0011","AQS","5","."
"06/08/2017","7","PM10","","54-009-0011","AQS","7","."
"06/09/2017","54","PM2.5","","54-009-0005","AQS","21","54"
"06/10/2017","21","PM10","","54-009-0011","AQS","21","."
"06/11/2017","22","PM10","","54-009-0011","AQS","22","."
"06/12/2017","64","PM2.5","","54-009-0011","AQS","29","64"
"06/13/2017","24","PM10","","54-009-0011","AQS","24","."
"06/14/2017","19","PM10","","54-009-0011","AQS","19","."
"06/15/2017","52","PM2.5","","54-009-0011","AQS","18","52"
"06/16/2017","13","PM10","","54-009-0011","AQS","13","."
"06/17/2017","17","PM10","","54-009-0011","AQS","17","."
"06/18/2017","48","PM2.5","","54-009-0011","AQS","30","48"
"06/19/2017","6","PM10","","54-009-0011","AQS","6","."
"06/20/2017","9","PM10","","54-009-0011","AQS","9","."
"06/21/2017","41","PM2.5","","54-009-0011","AQS","18","41"
"06/22/2017","22","PM10","","54-009-0011","AQS","22","."
"06/23/2017","7","PM10","","54-009-0011","AQS","7","."
"06/24/2017","34","PM2.5","","54-009-0005","AQS","18","34"
"06/25/2017","9","PM10","","54-009-0011","AQS","9","."
"06/26/2017","12","PM10","","54-009-0011","AQS","12","."
"06/27/2017","24","PM2.5","","54-009-0005","AQS","8","24"
"06/28/2017","18","PM10","","54-009-0011","AQS","18","."
"06/29/2017","23","PM10","","54-009-0011","AQS","23","."
"06/30/2017","43","PM2.5","","54-009-0011","AQS","19","43"
"07/01/2017","10","PM10","","54-009-0011","AQS","10","."
"07/02/2017","16","PM10","","54-009-0011","AQS","16","."
"07/03/2017","48","PM2.5","","54-009-0011","AQS","21","48"
"07/04/2017","14","PM10","","54-009-0011","AQS","14","."
"07/05/2017","17","PM10","","54-009-0011","AQS","17","."
"07/06/2017","44","PM2.5","","54-009-0011","AQS","18","44"
"07/07/2017","9","PM10","","54-009-0011","AQS","9","."
"07/08/2017","9","PM10","","54-009-0011","AQS","9","."
"07/09/2017","53","PM2.5","","54-009-0011","AQS","19","53"
"07/10/2017","22","PM10","","54-009-0011","AQS","22","."
"07/11/2017","16","PM10","","54-009-0011","AQS","16","."
"07/12/2017","55","PM2.5","","54-009-0011","AQS","22","55"
"07/13/2017","18","PM10","","54-009-0011","AQS","18","."
"07/14/2017","14","PM10","","54-009-0011","AQS","14","."
"07/15/2017","38","PM2.5","","54-009-0005","AQS","11","38"
"07/16/2017","17","PM10","","54-009-0011","AQS","17","."
"07/17/2017","18","PM10","","54-009-0011","AQS","18","."
"07/18/2017","56","PM2.5","","54-009-0005","AQS","22","56"
"07/19/2017","32","PM10","","54-009-0011","AQS","32","."
"07/20/2017","31","PM10","","54-009-0011","AQS","31","."
"07/21/2017","54","PM2.5","","54-009-0005","AQS","31","54"
"07/22/2017","19","PM10","","54-009-0011","AQS","19","."
"07/23/2017","14","PM10","","54-009-0011","AQS","14","."
"07/24/2017","28","PM2.5","","54-009-0005","AQS","13","28"
"07/25/2017","8","PM10","","54-009-0011","AQS","8","."
"07/26/2017","15","PM10","","54-009-0011","AQS","15","."
"07/27/2017","59","PM2.5","","54-009-0011","AQS","29","59"
"07/28/2017","13","PM10","","54-009-0011","AQS","13","."
"07/29/2017","7","PM10","","54-009-0011","AQS","7","."
"07/30/2017","40","PM2.5","","54-009-0011","AQS","16","40"
"07/31/2017","16","PM10","","54-009-0011","AQS","16","."
"08/01/2017","26","PM10","","54-009-0011","AQS","26","."
"08/02/2017","63","PM2.5","","54-009-0011","AQS","31","63"
"08/03/2017","22","PM10","","54-009-0011","AQS","22","."
"08/04/2017","17","PM10","","54-009-0011","AQS","17","."
"08/05/2017","25","PM2.5","","54-009-0005","AQS","13","25"
"08/06/2017","17","PM10","","54-009-0011","AQS","17","."
"08/07/2017","13","PM10","","54-009-0011","AQS","13","."
"08/08/2017","33","PM2.5","","54-009-0005","AQS","11","33"
"08/09/2017","19","PM10","","54-009-0011","AQS","19","."
"08/10/2017","18","PM10","","54-009-0011","AQS","18","."
"08/11/2017","55","PM2.5","","54-009-0011","AQS","19","55"
"08/12/2017","13","PM10","","54-009-0011","AQS","13","."
"08/13/2017","14","PM10","","54-009-0011","AQS","14","."
"08/14/2017","56","PM2.5","","54-009-0005","AQS","20","56"
"08/15/2017","22","PM10","","54-009-0011","AQS","22","."
"08/16/2017","14","PM10","","54-009-0011","AQS","14","."
"08/17/2017","52","PM2.5","","54-009-0011","AQS","26","52"
"08/18/2017","12","PM10","","54-009-0011","AQS","12","."
"08/19/2017","18","PM10","","54-009-0011","AQS","18","."
"08/20/2017","53","PM2.5","","54-009-0011","AQS","17","53"
"08/21/2017","31","PM10","","54-009-0011","AQS","31","."
"08/22/2017","22","PM10","","54-009-0011","AQS","22","."
"08/23/2017","30","PM2.5","","54-009-0005","AQS","22","30"
"08/24/2017","16","PM10","","54-009-0011","AQS","16","."
"08/25/2017","11","PM10","","54-009-0011","AQS","11","."
"08/26/2017","39","PM2.5","","54-009-0005","AQS","12","39"
"08/27/2017","16","PM10","","54-009-0011","AQS","16","."
"08/28/2017","15","PM10","","54-009-0011","AQS","15","."
"08/29/2017","39","PM2.5","","54-009-0011","AQS","16","39"
"08/30/2017","19","PM10","","54-009-0011","AQS","19","."
"08/31/2017","16","PM10","","54-009-0011","AQS","16","."
"09/01/2017","26","PM2.5","","54-009-0005","AQS","8","26"
"09/02/2017","6","PM10","","54-009-0011","AQS","6","."
"09/03/2017","13","PM10","","54-009-0011","AQS","13","."
"09/04/2017","59","PM2.5","","54-009-0005","AQS","23","59"
"09/05/2017","23","PM10","","54-009-0011","AQS","23","."
"09/06/2017","11","PM10","","54-009-0011","AQS","11","."
"09/07/2017","18","PM2.5","","54-009-0011","AQS","7","18"
"09/08/2017","10","PM10","","54-009-0011","AQS","10","."
"09/09/2017","7","PM10","","54-009-0011","AQS","7","."
"09/10/2017","28","PM2.5","","54-009-0005","AQS","8","28"
"09/11/2017","9","PM10","","54-009-0011","AQS","9","."
"09/12/2017","12","PM10","","54-009-0011","AQS","12","."
"09/13/2017","30","PM2.5","","54-009-0005","AQS","12","30"
"09/14/2017","9","PM10","","54-009-0011","AQS","9","."
"09/15/2017","18","PM10","","54-009-0011","AQS","18","."
"09/16/2017","52","PM2.5","","54-009-0005","AQS","19","52"
"09/17/2017","17","PM10","","54-009-0011","AQS","17","."
"09/18/2017","19","PM10","","54-009-0011","AQS","19","."
"09/19/2017","58","PM2.5","","54-009-0005","AQS","20","58"
"09/20/2017","23","PM10","","54-009-0011","AQS","23","."
"09/21/2017","26","PM10","","54-009-0011","AQS","26","."
"09/22/2017","66","PM2.5","","54-009-0005","AQS","28","66"
"09/23/2017","16","PM10","","54-009-0011","AQS","16","."
"09/24/2017","19","PM10","","54-009-0011","AQS","19","."
"09/25/2017","55","PM2.5","","54-009-0005","AQS","28","55"
"09/26/2017","32","PM10","","54-009-0011","AQS","32","."
"09/27/2017","37","PM10","","54-009-0011","AQS","37","."
"09/28/2017","16","PM2.5","","54-009-0011","AQS","9","16"
"09/29/2017","16","PM10","","54-009-0011","AQS","16","."
"09/30/2017","6","PM10","","54-009-0011","AQS","6","."
"10/01/2017","34","PM2.5","","54-009-0005","AQS","10","34"
"10/02/2017","20","PM10","","54-009-0011","AQS","20","."
"10/03/2017","24","PM10","","54-009-0011","AQS","24","."
"10/04/2017","48","PM2.5","","54-009-0011","AQS","25","48"
"10/05/2017","20","PM10","","54-009-0011","AQS","20","."
"10/06/2017","19","PM10","","54-009-0011","AQS","19","."
"10/07/2017","50","PM2.5","","54-009-0005","AQS","17","50"
"10/08/2017","9","PM10","","54-009-0011","AQS","9","."
"10/09/2017","7","PM10","","54-009-0011","AQS","7","."
"10/10/2017","32","PM2.5","","54-009-0005","AQS","18","32"
"10/11/2017","13","PM10","","54-009-0011","AQS","13","."
"10/12/2017","9","PM10","","54-009-0011","AQS","9","."
"10/13/2017","25","PM2.5","","54-009-0011","AQS","8","25"
"10/14/2017","14","PM10","","54-009-0011","AQS","14","."
"10/15/2017","12","PM10","","54-009-0011","AQS","12","."
"10/16/2017","9","PM2.5","","54-009-0011","AQS","5","9"
"10/17/2017","17","PM10","","54-009-0011","AQS","17","."
"10/18/2017","23","PM10","","54-009-0011","AQS","23","."
"10/19/2017","48","PM2.5","","54-009-0011","AQS","20","48"
"10/20/2017","21","PM10","","54-009-0011","AQS","21","."
"10/21/2017","26","PM10","","54-009-0011","AQS","26","."
"10/22/2017","55","PM2.5","","54-009-0011","AQS","19","55"
"10/23/2017","9","PM10","","54-009-0011","AQS","9","."
"10/24/2017","6","PM10","","54-009-0011","AQS","6","."
"10/25/2017","18","PM2.5","","54-009-0011","AQS","6","18"
"10/26/2017","11","PM10","","54-009-0011","AQS","11","."
"10/27/2017","19","PM10","","54-009-0011","AQS","19","."
"10/28/2017","30","PM2.5","","54-009-0011","AQS","10","30"
"10/29/2017","4","PM10","","54-009-0011","AQS","4","."
"10/30/2017","8","PM10","","54-009-0011","AQS","8","."
"10/31/2017","23","PM2.5","","54-009-0005","AQS","8","23"
"11/01/2017","10","PM10","","54-009-0011","AQS","10","."
"11/02/2017","23","PM10","","54-009-0011","AQS","23","."
"11/03/2017","31","PM2.5","","54-009-0011","AQS","11","31"
"11/04/2017","10","PM10","","54-009-0011","AQS","10","."
"11/05/2017","16","PM10","","54-009-0011","AQS","16","."
"11/06/2017","13","PM2.5","","54-009-0011","AQS","3","13"
"11/07/2017","6","PM10","","54-009-0011","AQS","6","."
"11/08/2017","6","PM10","","54-009-0011","AQS","6","."
"11/09/2017","49","PM2.5","","54-009-0011","AQS","15","49"
"11/10/2017","4","PM10","","54-009-0011","AQS","4","."
"11/11/2017","8","PM10","","54-009-0011","AQS","8","."
"11/12/2017","59","PM2.5","","54-009-0005","AQS","17","59"
"11/13/2017","13","PM10","","54-009-0011","AQS","13","."
"11/14/2017","13","PM10","","54-009-0011","AQS","13","."
"11/15/2017","52","PM2.5","","54-009-0011","AQS","16","52"
"11/16/2017","5","PM10","","54-009-0011","AQS","5","."
"11/17/2017","8","PM10","","54-009-0011","AQS","8","."
"11/18/2017","44","PM2.5","","54-009-0011","AQS","13","44"
"11/19/2017","6","PM10","","54-009-0011","AQS","6","."
"11/20/2017","11","PM10","","54-009-0011","AQS","11","."
"11/21/2017","43","PM2.5","","54-009-0011","AQS","14","43"
"11/22/2017","7","PM10","","54-009-0011","AQS","7","."
"11/23/2017","10","PM10","","54-009-0011","AQS","10","."
"11/24/2017","52","PM2.5","","54-009-0011","AQS","19","52"
"11/25/2017","12","PM10","","54-009-0011","AQS","12","."
"11/26/2017","7","PM10","","54-009-0011","AQS","7","."
"11/27/2017","54","PM2.5","","54-009-0011","AQS","24","54"
"11/28/2017","24","PM10","","54-009-0011","AQS","24","."
"11/29/2017","15","PM10","","54-009-0011","AQS","15","."
"11/30/2017","57","PM2.5","","54-009-0011","AQS","25","57"
"12/01/2017","19","PM10","","54-009-0011","AQS","19","."
"12/02/2017","18","PM10","","54-009-0011","AQS","18","."
"12/03/2017","70","PM2.5","","54-009-0011","AQS","27","70"
"12/04/2017","26","PM10","","54-009-0011","AQS","26","."
"12/05/2017","12","PM10","","54-009-0011","AQS","12","."
"12/06/2017","18","PM2.5","","54-009-0011","AQS","9","18"
"12/07/2017","9","PM10","","54-009-0011","AQS","9","."
"12/08/2017","11","PM10","","54-009-0011","AQS","11","."
"12/09/2017","46","PM2.5","","54-009-0005","AQS","14","46"
"12/10/2017","10","PM10","","54-009-0011","AQS","10","."
"12/11/2017","16","PM10","","54-009-0011","AQS","16","."
"12/12/2017","34","PM2.5","","54-009-0005","AQS","13","34"
"12/13/2017","7","PM10","","54-009-0011","AQS","7","."
"12/14/2017","9","PM10","","54-009-0011","AQS","9","."
"12/15/2017","53","PM2.5","","54-009-0005","AQS","15","53"
"12/16/2017","18","PM10","","54-009-0011","AQS","18","."
"12/17/2017","24","PM10","","54-009-0011","AQS","24","."
"12/18/2017","43","PM2.5","","54-009-0011","AQS","12","43"
"12/19/2017","12","PM10","","54-009-0011","AQS","12","."
"12/20/2017","9","PM10","","54-009-0011","AQS","9","."
"12/21/2017","25","PM2.5","","54-009-0011","AQS","11","25"
"12/22/2017","19","PM10","","54-009-0011","AQS","19","."
"12/23/2017","6","PM10","","54-009-0011","AQS","6","."
"12/24/2017","38","PM2.5","","54-009-0011","AQS","9","38"
"12/25/2017","6","PM10","","54-009-0011","AQS","6","."
"12/26/2017","7","PM10","","54-009-0011","AQS","7","."
"12/27/2017","41","PM2.5","","54-009-0005","AQS","15","41"
"12/28/2017","17","PM10","","54-009-0011","AQS","17","."
"12/29/2017","19","PM10","","54-009-0011","AQS","19","."
"12/30/2017","61","PM2.5","","54-009-0005","AQS","10","61"
"12/31/2017","11","PM10","","54-009-0011","AQS","11","."
