"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"03/17/2019","6","PM10","","54-009-0011","AQS","6","."
"03/18/2019","9","PM10","","54-009-0011","AQS","9","."
"03/19/2019","52","PM2.5","","54-009-0011","AQS","21","52"
"03/20/2019","25","PM10","","54-009-0011","AQS","25","."
"03/21/2019","19","PM10","","54-009-0011","AQS","19","."
"03/22/2019","33","PM2.5","","54-009-0005","AQS","6","33"
"03/23/2019","11","PM10","","54-009-0011","AQS","11","."
"03/24/2019","20","PM10","","54-009-0011","AQS","20","."
"03/25/2019","38","PM2.5","","54-009-0011","AQS","10","38"
"03/26/2019","12","PM10","","54-009-0011","AQS","12","."
"03/27/2019","20","PM10","","54-009-0011","AQS","20","."
"03/28/2019","63","PM2.5","","54-009-0011","AQS","37","63"
"03/29/2019","21","PM10","","54-009-0011","AQS","21","."
"03/30/2019","21","PM10","","54-009-0011","AQS","21","."
"03/31/2019","21","PM2.5","","54-009-0005","AQS","5","21"
"04/01/2019","7","PM10","","54-009-0011","AQS","7","."
"04/02/2019","19","PM10","","54-009-0011","AQS","19","."
"04/03/2019","41","PM2.5","","54-009-0005","AQS","19","41"
"04/04/2019","30","PM10","","54-009-0011","AQS","30","."
"04/05/2019","12","PM10","","54-009-0011","AQS","12","."
"04/06/2019","38","PM2.5","","54-009-0011","AQS","14","38"
"04/07/2019","22","PM10","","54-009-0011","AQS","22","."
"04/08/2019","12","PM10","","54-009-0011","AQS","12","."
"04/09/2019","37","PM2.5","","54-009-0005","AQS","13","37"
"04/10/2019","11","PM10","","54-009-0011","AQS","11","."
"04/11/2019","16","PM10","","54-009-0011","AQS","16","."
"04/12/2019","35","PM2.5","","54-009-0005","AQS","21","35"
"04/13/2019","13","PM10","","54-009-0011","AQS","13","."
"04/14/2019","15","PM10","","54-009-0011","AQS","15","."
"04/15/2019","43","PM2.5","","54-009-0005","AQS","4","43"
"04/16/2019","13","PM10","","54-009-0011","AQS","13","."
"04/17/2019","29","PM10","","54-009-0011","AQS","29","."
"04/18/2019","62","PM2.5","","54-009-0011","AQS","34","62"
"04/19/2019","25","PM10","","54-009-0011","AQS","25","."
"04/20/2019","7","PM10","","54-009-0011","AQS","7","."
"04/21/2019","27","PM2.5","","54-009-0005","AQS","6","27"
"04/22/2019","18","PM10","","54-009-0011","AQS","18","."
"04/24/2019","30","PM2.5","","54-009-0005","AQS",".","30"
"04/25/2019","20","PM10","","54-009-0011","AQS","20","."
"04/26/2019","7","PM10","","54-009-0011","AQS","7","."
"04/27/2019","25","PM2.5","","54-009-0005","AQS","8","25"
"04/28/2019","7","PM10","","54-009-0011","AQS","7","."
"04/29/2019","19","PM10","","54-009-0011","AQS","19","."
"04/30/2019","30","PM2.5","","54-009-0011","AQS","11","30"
"05/01/2019","25","PM10","","54-009-0011","AQS","25","."
"05/02/2019","18","PM10","","54-009-0011","AQS","18","."
"05/03/2019","37","PM2.5","","54-009-0011","AQS","16","37"
"05/04/2019","6","PM10","","54-009-0011","AQS","6","."
"05/05/2019","7","PM10","","54-009-0011","AQS","7","."
"05/06/2019","42","PM2.5","","54-009-0005","AQS","19","42"
"05/07/2019","25","PM10","","54-009-0011","AQS","25","."
"05/08/2019","15","PM10","","54-009-0011","AQS","15","."
"05/09/2019","48","PM2.5","","54-009-0011","AQS","29","48"
"05/10/2019","12","PM10","","54-009-0011","AQS","12","."
"05/11/2019","6","PM10","","54-009-0011","AQS","6","."
"05/12/2019","16","PM2.5","","54-009-0011","AQS","6","16"
"05/13/2019","3","PM10","","54-009-0011","AQS","3","."
"05/14/2019","2","PM10","","54-009-0011","AQS","2","."
"05/15/2019","51","PM2.5","","54-009-0011","AQS","16","51"
"05/16/2019","15","PM10","","54-009-0011","AQS","15","."
"05/17/2019","16","PM10","","54-009-0011","AQS","16","."
"05/18/2019","55","PM2.5","","54-009-0011","AQS","20","55"
"05/19/2019","28","PM10","","54-009-0011","AQS","28","."
"05/20/2019","10","PM10","","54-009-0011","AQS","10","."
"05/21/2019","18","PM2.5","","54-009-0011","AQS","5","18"
"05/22/2019","18","PM10","","54-009-0011","AQS","18","."
"05/23/2019","21","PM10","","54-009-0011","AQS","21","."
"05/24/2019","24","PM2.5","","54-009-0005","AQS","10","24"
"05/25/2019","26","PM10","","54-009-0011","AQS","26","."
"05/26/2019","14","PM10","","54-009-0011","AQS","14","."
"05/27/2019","23","PM2.5","","54-009-0011","AQS","7","23"
"05/28/2019","19","PM10","","54-009-0011","AQS","19","."
"05/29/2019","19","PM10","","54-009-0011","AQS","19","."
"05/30/2019","25","PM2.5","","54-009-0011","AQS","9","25"
"05/31/2019","13","PM10","","54-009-0011","AQS","13","."
"06/01/2019","19","PM10","","54-009-0011","AQS","19","."
"06/02/2019","45","PM2.5","","54-009-0011","AQS","13","45"
"06/03/2019","10","PM10","","54-009-0011","AQS","10","."
"06/04/2019","20","PM10","","54-009-0011","AQS","20","."
"06/05/2019","22","PM10","","54-009-0011","AQS","22","."
"06/06/2019","12","PM10","","54-009-0011","AQS","12","."
"06/07/2019","14","PM10","","54-009-0011","AQS","14","."
"06/08/2019","55","PM2.5","","54-009-0005","AQS","13","55"
"06/09/2019","10","PM10","","54-009-0011","AQS","10","."
"06/10/2019","7","PM10","","54-009-0011","AQS","7","."
"06/11/2019","21","PM2.5","","54-009-0011","AQS","7","21"
"06/12/2019","9","PM10","","54-009-0011","AQS","9","."
"06/13/2019","8","PM10","","54-009-0011","AQS","8","."
"06/14/2019","8","PM10","","54-009-0011","AQS","8","."
"06/15/2019","16","PM10","","54-009-0011","AQS","16","."
"06/16/2019","11","PM10","","54-009-0011","AQS","11","."
"06/17/2019","26","PM2.5","","54-009-0011","AQS","11","26"
"06/18/2019","9","PM10","","54-009-0011","AQS","9","."
"06/19/2019","15","PM10","","54-009-0011","AQS","15","."
"06/20/2019","20","PM2.5","","54-009-0005","AQS","7","20"
"06/21/2019","6","PM10","","54-009-0011","AQS","6","."
"06/22/2019","8","PM10","","54-009-0011","AQS","8","."
"06/23/2019","47","PM2.5","","54-009-0011","AQS","16","47"
"06/24/2019","24","PM10","","54-009-0011","AQS","24","."
"06/25/2019","13","PM10","","54-009-0011","AQS","13","."
"06/26/2019","50","PM2.5","","54-009-0011","AQS","21","50"
"06/27/2019","31","PM10","","54-009-0011","AQS","31","."
"06/28/2019","24","PM10","","54-009-0011","AQS","24","."
"06/29/2019","63","PM2.5","","54-009-0005","AQS","23","63"
"06/30/2019","9","PM10","","54-009-0011","AQS","9","."
"07/01/2019","14","PM10","","54-009-0011","AQS","14","."
"07/02/2019","52","PM2.5","","54-009-0011","AQS","23","52"
"07/03/2019","11","PM10","","54-009-0011","AQS","11","."
"07/04/2019","19","PM10","","54-009-0011","AQS","19","."
"07/05/2019","58","PM2.5","","54-009-0011","AQS","25","58"
"07/06/2019","19","PM10","","54-009-0011","AQS","19","."
"07/07/2019","15","PM10","","54-009-0011","AQS","15","."
"07/08/2019","53","PM2.5","","54-009-0011","AQS","16","53"
"07/09/2019","16","PM10","","54-009-0011","AQS","16","."
"07/10/2019","27","PM10","","54-009-0011","AQS","27","."
"07/11/2019","51","PM2.5","","54-009-0011","AQS","20","51"
"07/12/2019","12","PM10","","54-009-0011","AQS","12","."
"07/13/2019","16","PM10","","54-009-0011","AQS","16","."
"07/14/2019","43","PM2.5","","54-009-0011","AQS","16","43"
"07/15/2019","22","PM10","","54-009-0011","AQS","22","."
"07/16/2019","25","PM10","","54-009-0011","AQS","25","."
"07/17/2019","33","PM2.5","","54-009-0011","AQS","19","33"
"07/18/2019","13","PM10","","54-009-0011","AQS","13","."
"07/19/2019","33","PM10","","54-009-0011","AQS","33","."
"07/20/2019","58","PM2.5","","54-009-0011","AQS","30","58"
"07/21/2019","19","PM10","","54-009-0011","AQS","19","."
"07/22/2019","7","PM10","","54-009-0011","AQS","7","."
"07/23/2019","27","PM2.5","","54-009-0011","AQS","5","27"
"07/24/2019","9","PM10","","54-009-0011","AQS","9","."
"07/25/2019","11","PM10","","54-009-0011","AQS","11","."
"07/26/2019","60","PM2.5","","54-009-0005","AQS","19","60"
"07/27/2019","28","PM10","","54-009-0011","AQS","28","."
"07/28/2019","30","PM10","","54-009-0011","AQS","30","."
"07/29/2019","69","PM2.5","","54-009-0011","AQS","32","69"
"07/30/2019","18","PM10","","54-009-0011","AQS","18","."
"07/31/2019","17","PM10","","54-009-0011","AQS","17","."
"08/01/2019","47","PM2.5","","54-009-0011","AQS","15","47"
"08/02/2019","16","PM10","","54-009-0011","AQS","16","."
"08/03/2019","15","PM10","","54-009-0011","AQS","15","."
"08/04/2019","53","PM2.5","","54-009-0005","AQS","17","53"
"08/05/2019","25","PM10","","54-009-0011","AQS","25","."
"08/06/2019","29","PM10","","54-009-0011","AQS","29","."
"08/07/2019","38","PM2.5","","54-009-0005","AQS","13","38"
"08/08/2019","16","PM10","","54-009-0011","AQS","16","."
"08/09/2019","10","PM10","","54-009-0011","AQS","10","."
"08/10/2019","41","PM2.5","","54-009-0011","AQS","19","41"
"08/11/2019","15","PM10","","54-009-0011","AQS","15","."
"08/12/2019","22","PM10","","54-009-0011","AQS","22","."
"08/13/2019","38","PM2.5","","54-009-0011","AQS","14","38"
"08/14/2019","13","PM10","","54-009-0011","AQS","13","."
"08/15/2019","19","PM10","","54-009-0011","AQS","19","."
"08/16/2019","45","PM2.5","","54-009-0011","AQS","17","45"
"08/17/2019","21","PM10","","54-009-0011","AQS","21","."
"08/18/2019","25","PM10","","54-009-0011","AQS","25","."
"08/19/2019","23","PM2.5","","54-009-0011","AQS","11","23"
"08/20/2019","21","PM10","","54-009-0011","AQS","21","."
"08/21/2019","12","PM10","","54-009-0011","AQS","12","."
"08/22/2019","33","PM2.5","","54-009-0005","AQS","12","33"
"08/23/2019","6","PM10","","54-009-0011","AQS","6","."
"08/24/2019","8","PM10","","54-009-0011","AQS","8","."
"08/25/2019","31","PM2.5","","54-009-0005","AQS","9","31"
"08/26/2019","13","PM10","","54-009-0011","AQS","13","."
"08/27/2019","12","PM10","","54-009-0011","AQS","12","."
"08/28/2019","33","PM2.5","","54-009-0005","AQS","11","33"
"08/29/2019","19","PM10","","54-009-0011","AQS","19","."
"08/30/2019","19","PM10","","54-009-0011","AQS","19","."
"08/31/2019","34","PM2.5","","54-009-0011","AQS","13","34"
"09/01/2019","14","PM10","","54-009-0011","AQS","14","."
"09/02/2019","12","PM10","","54-009-0011","AQS","12","."
"09/03/2019","51","PM2.5","","54-009-0011","AQS","19","51"
"09/04/2019","15","PM10","","54-009-0011","AQS","15","."
"09/05/2019","8","PM10","","54-009-0011","AQS","8","."
"09/06/2019","41","PM2.5","","54-009-0005","AQS","14","41"
"09/07/2019","14","PM10","","54-009-0011","AQS","14","."
"09/08/2019","16","PM10","","54-009-0011","AQS","16","."
"09/09/2019","30","PM2.5","","54-009-0011","AQS","14","30"
"09/10/2019","23","PM10","","54-009-0011","AQS","23","."
"09/11/2019","31","PM10","","54-009-0011","AQS","31","."
"09/12/2019","42","PM2.5","","54-009-0005","AQS","16","42"
"09/13/2019","16","PM10","","54-009-0011","AQS","16","."
"09/14/2019","10","PM10","","54-009-0011","AQS","10","."
"09/15/2019","45","PM2.5","","54-009-0011","AQS","18","45"
"09/16/2019","21","PM10","","54-009-0011","AQS","21","."
"09/17/2019","12","PM10","","54-009-0011","AQS","12","."
"09/18/2019","20","PM2.5","","54-009-0005","AQS","8","20"
"09/19/2019","13","PM10","","54-009-0011","AQS","13","."
"09/20/2019","24","PM10","","54-009-0011","AQS","24","."
"09/21/2019","66","PM2.5","","54-009-0011","AQS","32","66"
"09/22/2019","31","PM10","","54-009-0011","AQS","31","."
"09/23/2019","19","PM10","","54-009-0011","AQS","19","."
"09/24/2019","23","PM2.5","","54-009-0011","AQS","11","23"
"09/25/2019","25","PM10","","54-009-0011","AQS","25","."
"09/26/2019","21","PM10","","54-009-0011","AQS","21","."
"09/27/2019","38","PM2.5","","54-009-0011","AQS","20","38"
"09/28/2019","22","PM10","","54-009-0011","AQS","22","."
"09/29/2019","8","PM10","","54-009-0011","AQS","8","."
"09/30/2019","53","PM2.5","","54-009-0011","AQS","18","53"
"10/01/2019","33","PM10","","54-009-0011","AQS","33","."
"10/02/2019","29","PM10","","54-009-0011","AQS","29","."
"10/03/2019","47","PM2.5","","54-009-0011","AQS","18","47"
"10/04/2019","3","PM10","","54-009-0011","AQS","3","."
"10/05/2019","6","PM10","","54-009-0011","AQS","6","."
"10/06/2019","39","PM2.5","","54-009-0011","AQS","15","39"
"10/07/2019","6","PM10","","54-009-0011","AQS","6","."
"10/08/2019","6","PM10","","54-009-0011","AQS","6","."
"10/09/2019","22","PM2.5","","54-009-0011","AQS","9","22"
"10/10/2019","12","PM10","","54-009-0011","AQS","12","."
"10/11/2019","10","PM10","","54-009-0011","AQS","10","."
"10/12/2019","28","PM2.5","","54-009-0005","AQS","9","28"
"10/13/2019","14","PM10","","54-009-0011","AQS","14","."
"10/14/2019","15","PM10","","54-009-0011","AQS","15","."
"10/15/2019","55","PM2.5","","54-009-0005","AQS","19","55"
"10/16/2019","10","PM10","","54-009-0011","AQS","10","."
"10/17/2019","8","PM10","","54-009-0011","AQS","8","."
"10/18/2019","20","PM2.5","","54-009-0011","AQS","9","20"
"10/19/2019","15","PM10","","54-009-0011","AQS","15","."
"10/20/2019","20","PM10","","54-009-0011","AQS","20","."
"10/21/2019","43","PM2.5","","54-009-0005","AQS","16","43"
"10/22/2019","13","PM10","","54-009-0011","AQS","13","."
"10/23/2019","20","PM10","","54-009-0011","AQS","20","."
"10/24/2019","40","PM2.5","","54-009-0011","AQS","23","40"
"10/25/2019","28","PM10","","54-009-0011","AQS","28","."
"10/26/2019","14","PM10","","54-009-0011","AQS","14","."
"10/27/2019","23","PM2.5","","54-009-0005","AQS","8","23"
"10/28/2019","15","PM10","","54-009-0011","AQS","15","."
"10/29/2019","25","PM10","","54-009-0011","AQS","25","."
"10/30/2019","52","PM2.5","","54-009-0011","AQS","15","52"
"10/31/2019","8","PM10","","54-009-0011","AQS","8","."
"11/01/2019","7","PM10","","54-009-0011","AQS","7","."
"11/02/2019","43","PM2.5","","54-009-0011","AQS","15","43"
"11/03/2019","8","PM10","","54-009-0011","AQS","8","."
"11/04/2019","19","PM10","","54-009-0011","AQS","19","."
"11/05/2019","42","PM2.5","","54-009-0005","AQS","13","42"
"11/06/2019","22","PM10","","54-009-0011","AQS","22","."
"11/07/2019","8","PM10","","54-009-0011","AQS","8","."
"11/08/2019","33","PM2.5","","54-009-0005","AQS","8","33"
"11/09/2019","17","PM10","","54-009-0011","AQS","17","."
"11/10/2019","16","PM10","","54-009-0011","AQS","16","."
"11/11/2019","51","PM2.5","","54-009-0011","AQS","19","51"
"11/12/2019","5","PM10","","54-009-0011","AQS","5","."
"11/13/2019","8","PM10","","54-009-0011","AQS","8","."
"11/14/2019","42","PM2.5","","54-009-0005","AQS","16","42"
"11/15/2019","26","PM10","","54-009-0011","AQS","26","."
"11/16/2019","7","PM10","","54-009-0011","AQS","7","."
"11/17/2019","25","PM2.5","","54-009-0005","AQS","7","25"
"11/18/2019","15","PM10","","54-009-0011","AQS","15","."
"11/19/2019","31","PM10","","54-009-0011","AQS","31","."
"11/20/2019","64","PM2.5","","54-009-0011","AQS","13","64"
"11/21/2019","29","PM10","","54-009-0011","AQS","29","."
"11/22/2019","8","PM10","","54-009-0011","AQS","8","."
"11/23/2019","40","PM2.5","","54-009-0011","AQS","10","40"
"11/24/2019","9","PM10","","54-009-0011","AQS","9","."
"11/25/2019","14","PM10","","54-009-0011","AQS","14","."
"11/26/2019","43","PM2.5","","54-009-0011","AQS","16","43"
"11/27/2019","13","PM10","","54-009-0011","AQS","13","."
"11/28/2019","6","PM10","","54-009-0011","AQS","6","."
"11/29/2019","19","PM2.5","","54-009-0011","AQS","6","19"
"11/30/2019","12","PM10","","54-009-0011","AQS","12","."
"12/01/2019","7","PM10","","54-009-0011","AQS","7","."
"12/02/2019","20","PM2.5","","54-009-0005","AQS","6","20"
"12/03/2019","4","PM10","","54-009-0011","AQS","4","."
"12/04/2019","8","PM10","","54-009-0011","AQS","8","."
"12/05/2019","45","PM2.5","","54-009-0005","AQS","9","45"
"12/06/2019","14","PM10","","54-009-0011","AQS","14","."
"12/07/2019","12","PM10","","54-009-0011","AQS","12","."
"12/08/2019","44","PM2.5","","54-009-0011","AQS","16","44"
"12/09/2019","10","PM10","","54-009-0011","AQS","10","."
"12/10/2019","7","PM10","","54-009-0011","AQS","7","."
"12/11/2019","38","PM2.5","","54-009-0005","AQS","10","38"
"12/12/2019","15","PM10","","54-009-0011","AQS","15","."
"12/13/2019","11","PM10","","54-009-0011","AQS","11","."
"12/14/2019","48","PM2.5","","54-009-0005","AQS","7","48"
"12/15/2019","12","PM10","","54-009-0011","AQS","12","."
"12/16/2019","9","PM10","","54-009-0011","AQS","9","."
"12/17/2019","31","PM2.5","","54-009-0005","AQS","6","31"
"12/18/2019","10","PM10","","54-009-0011","AQS","10","."
"12/19/2019","10","PM10","","54-009-0011","AQS","10","."
"12/20/2019","77","PM2.5","","54-009-0005","AQS","25","77"
"12/21/2019","30","PM10","","54-009-0011","AQS","30","."
"12/22/2019","27","PM10","","54-009-0011","AQS","27","."
"12/23/2019","92","PM2.5","","54-009-0011","AQS","41","92"
"12/24/2019","17","PM10","","54-009-0011","AQS","17","."
"12/25/2019","25","PM10","","54-009-0011","AQS","25","."
"12/26/2019","66","PM2.5","","54-009-0011","AQS","27","66"
"12/27/2019","15","PM10","","54-009-0011","AQS","15","."
"12/28/2019","19","PM10","","54-009-0011","AQS","19","."
"12/29/2019","63","PM2.5","","54-009-0005","AQS","15","63"
"12/30/2019","3","PM10","","54-009-0011","AQS","3","."
"12/31/2019","4","PM10","","54-009-0011","AQS","4","."
