"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"02/25/2018","21","PM2.5","","54-009-0005","AQS","8","21"
"02/26/2018","9","PM10","","54-009-0011","AQS","9","."
"02/27/2018","28","PM10","","54-009-0011","AQS","28","."
"02/28/2018","47","PM2.5","","54-009-0011","AQS","26","47"
"03/01/2018","10","PM10","","54-009-0011","AQS","10","."
"03/02/2018","6","PM10","","54-009-0011","AQS","6","."
"03/03/2018","11","PM2.5","","54-009-0005","AQS","6","11"
"03/04/2018","6","PM10","","54-009-0011","AQS","6","."
"03/05/2018","8","PM10","","54-009-0011","AQS","8","."
"03/06/2018","35","PM2.5","","54-009-0011","AQS","19","35"
"03/07/2018","7","PM10","","54-009-0011","AQS","7","."
"03/08/2018","6","PM10","","54-009-0011","AQS","6","."
"03/09/2018","31","PM2.5","","54-009-0005","AQS","8","31"
"03/10/2018","14","PM10","","54-009-0011","AQS","14","."
"03/11/2018","8","PM10","","54-009-0011","AQS","8","."
"03/12/2018","22","PM2.5","","54-009-0005","AQS","9","22"
"03/13/2018","6","PM10","","54-009-0011","AQS","6","."
"03/14/2018","6","PM10","","54-009-0011","AQS","6","."
"03/15/2018","34","PM2.5","","54-009-0005","AQS","11","34"
"03/16/2018","10","PM10","","54-009-0011","AQS","10","."
"03/17/2018","19","PM10","","54-009-0011","AQS","19","."
"03/18/2018","43","PM2.5","","54-009-0005","AQS","18","43"
"03/19/2018","18","PM10","","54-009-0011","AQS","18","."
"03/20/2018","11","PM10","","54-009-0011","AQS","11","."
"03/21/2018","18","PM2.5","","54-009-0011","AQS","6","18"
"03/22/2018","8","PM10","","54-009-0011","AQS","8","."
"03/23/2018","15","PM10","","54-009-0011","AQS","15","."
"03/24/2018","26","PM2.5","","54-009-0011","AQS","10","26"
"03/25/2018","8","PM10","","54-009-0011","AQS","8","."
"03/26/2018","10","PM10","","54-009-0011","AQS","10","."
"03/27/2018","39","PM2.5","","54-009-0011","AQS","12","39"
"03/28/2018","9","PM10","","54-009-0011","AQS","9","."
"03/29/2018","12","PM10","","54-009-0011","AQS","12","."
"03/30/2018","13","PM2.5","","54-009-0005","AQS",".","13"
"04/02/2018","25","PM2.5","","54-009-0011","AQS",".","25"
"04/03/2018","13","PM10","","54-009-0011","AQS","13","."
"04/04/2018","6","PM10","","54-009-0011","AQS","6","."
"04/05/2018","34","PM2.5","","54-009-0005","AQS","8","34"
"04/06/2018","16","PM10","","54-009-0011","AQS","16","."
"04/07/2018","6","PM10","","54-009-0011","AQS","6","."
"04/08/2018","31","PM2.5","","54-009-0005","AQS","9","31"
"04/09/2018","11","PM10","","54-009-0011","AQS","11","."
"04/10/2018","12","PM10","","54-009-0011","AQS","12","."
"04/11/2018","44","PM2.5","","54-009-0011","AQS","23","44"
"04/12/2018","30","PM10","","54-009-0011","AQS","30","."
"04/13/2018","30","PM10","","54-009-0011","AQS","30","."
"04/14/2018","66","PM2.5","","54-009-0011","AQS","35","66"
"04/15/2018","15","PM10","","54-009-0011","AQS","15","."
"04/16/2018","3","PM10","","54-009-0011","AQS","3","."
"04/17/2018","40","PM2.5","","54-009-0005","AQS","6","40"
"04/18/2018","10","PM10","","54-009-0011","AQS","10","."
"04/19/2018","7","PM10","","54-009-0011","AQS","7","."
"04/20/2018","20","PM2.5","","54-009-0011","AQS","8","20"
"04/21/2018","14","PM10","","54-009-0011","AQS","14","."
"04/22/2018","14","PM10","","54-009-0011","AQS","14","."
"04/23/2018","31","PM2.5","","54-009-0005","AQS","19","31"
"04/24/2018","8","PM10","","54-009-0011","AQS","8","."
"04/25/2018","7","PM10","","54-009-0011","AQS","7","."
"04/26/2018","18","PM2.5","","54-009-0005","AQS","8","18"
"04/27/2018","19","PM10","","54-009-0011","AQS","19","."
"04/28/2018","19","PM10","","54-009-0011","AQS","19","."
"04/29/2018","19","PM2.5","","54-009-0005","AQS","7","19"
"04/30/2018","23","PM10","","54-009-0011","AQS","23","."
"05/01/2018","32","PM10","","54-009-0011","AQS","32","."
"05/02/2018","54","PM2.5","","54-009-0011","AQS","32","54"
"05/03/2018","31","PM10","","54-009-0011","AQS","31","."
"05/04/2018","19","PM10","","54-009-0011","AQS","19","."
"05/05/2018","30","PM2.5","","54-009-0005","AQS","16","30"
"05/06/2018","9","PM10","","54-009-0011","AQS","9","."
"05/07/2018","15","PM10","","54-009-0011","AQS","15","."
"05/08/2018","42","PM2.5","","54-009-0005","AQS","25","42"
"05/09/2018","34","PM10","","54-009-0011","AQS","34","."
"05/10/2018","26","PM10","","54-009-0011","AQS","26","."
"05/11/2018","25","PM2.5","","54-009-0011","AQS","15","25"
"05/12/2018","32","PM10","","54-009-0011","AQS","32","."
"05/13/2018","26","PM10","","54-009-0011","AQS","26","."
"05/14/2018","52","PM2.5","","54-009-0011","AQS","25","52"
"05/15/2018","18","PM10","","54-009-0011","AQS","18","."
"05/16/2018","7","PM10","","54-009-0011","AQS","7","."
"05/17/2018","43","PM2.5","","54-009-0011","AQS","9","43"
"05/18/2018","9","PM10","","54-009-0011","AQS","9","."
"05/19/2018","8","PM10","","54-009-0011","AQS","8","."
"05/20/2018","26","PM2.5","","54-009-0005","AQS","11","26"
"05/21/2018","15","PM10","","54-009-0011","AQS","15","."
"05/22/2018","16","PM10","","54-009-0011","AQS","16","."
"05/23/2018","25","PM2.5","","54-009-0011","AQS","11","25"
"05/24/2018","21","PM10","","54-009-0011","AQS","21","."
"05/25/2018","28","PM10","","54-009-0011","AQS","28","."
"05/26/2018","58","PM2.5","","54-009-0011","AQS","27","58"
"05/27/2018","16","PM10","","54-009-0011","AQS","16","."
"05/28/2018","23","PM10","","54-009-0011","AQS","23","."
"05/29/2018","57","PM2.5","","54-009-0005","AQS","24","57"
"05/30/2018","13","PM10","","54-009-0011","AQS","13","."
"05/31/2018","20","PM10","","54-009-0011","AQS","20","."
"06/01/2018","45","PM2.5","","54-009-0011","AQS","17","45"
"06/02/2018","11","PM10","","54-009-0011","AQS","11","."
"06/03/2018","19","PM10","","54-009-0011","AQS","19","."
"06/04/2018","33","PM2.5","","54-009-0005","AQS","14","33"
"06/05/2018","16","PM10","","54-009-0011","AQS","16","."
"06/06/2018","6","PM10","","54-009-0011","AQS","6","."
"06/07/2018","52","PM2.5","","54-009-0011","AQS","23","52"
"06/08/2018","31","PM10","","54-009-0011","AQS","31","."
"06/09/2018","27","PM10","","54-009-0011","AQS","27","."
"06/10/2018","43","PM2.5","","54-009-0011","AQS","12","43"
"06/11/2018","7","PM10","","54-009-0011","AQS","7","."
"06/12/2018","12","PM10","","54-009-0011","AQS","12","."
"06/13/2018","41","PM2.5","","54-009-0011","AQS","17","41"
"06/14/2018","14","PM10","","54-009-0011","AQS","14","."
"06/15/2018","17","PM10","","54-009-0011","AQS","17","."
"06/16/2018","52","PM2.5","","54-009-0005","AQS","23","52"
"06/17/2018","23","PM10","","54-009-0011","AQS","23","."
"06/18/2018","30","PM10","","54-009-0011","AQS","30","."
"06/19/2018","46","PM2.5","","54-009-0005","AQS","15","46"
"06/20/2018","16","PM10","","54-009-0011","AQS","16","."
"06/21/2018","12","PM10","","54-009-0011","AQS","12","."
"06/22/2018","21","PM2.5","","54-009-0011","AQS","6","21"
"06/23/2018","10","PM10","","54-009-0011","AQS","10","."
"06/24/2018","12","PM10","","54-009-0011","AQS","12","."
"06/25/2018","28","PM2.5","","54-009-0011","AQS","9","28"
"06/26/2018","16","PM10","","54-009-0011","AQS","16","."
"06/27/2018","11","PM10","","54-009-0011","AQS","11","."
"06/28/2018","35","PM2.5","","54-009-0011","AQS","15","35"
"06/29/2018","32","PM10","","54-009-0011","AQS","32","."
"06/30/2018","34","PM10","","54-009-0011","AQS","34","."
"07/01/2018","67","PM2.5","","54-009-0011","AQS","31","67"
"07/02/2018","23","PM10","","54-009-0011","AQS","23","."
"07/03/2018","23","PM10","","54-009-0011","AQS","23","."
"07/04/2018","61","PM2.5","","54-009-0011","AQS","28","61"
"07/05/2018","27","PM10","","54-009-0011","AQS","27","."
"07/06/2018","9","PM10","","54-009-0011","AQS","9","."
"07/07/2018","32","PM2.5","","54-009-0011","AQS","11","32"
"07/08/2018","14","PM10","","54-009-0011","AQS","14","."
"07/09/2018","27","PM10","","54-009-0011","AQS","27","."
"07/10/2018","58","PM2.5","","54-009-0011","AQS","26","58"
"07/11/2018","16","PM10","","54-009-0011","AQS","16","."
"07/12/2018","15","PM10","","54-009-0011","AQS","15","."
"07/13/2018","58","PM2.5","","54-009-0011","AQS","27","58"
"07/14/2018","31","PM10","","54-009-0011","AQS","31","."
"07/15/2018","26","PM10","","54-009-0011","AQS","26","."
"07/16/2018","59","PM2.5","","54-009-0011","AQS","28","59"
"07/17/2018","11","PM10","","54-009-0011","AQS","11","."
"07/18/2018","8","PM10","","54-009-0011","AQS","8","."
"07/19/2018","39","PM2.5","","54-009-0011","AQS","14","39"
"07/20/2018","16","PM10","","54-009-0011","AQS","16","."
"07/21/2018","9","PM10","","54-009-0011","AQS","9","."
"07/22/2018","22","PM2.5","","54-009-0005","AQS","8","22"
"07/23/2018","12","PM10","","54-009-0011","AQS","12","."
"07/24/2018","16","PM10","","54-009-0011","AQS","16","."
"07/25/2018","44","PM2.5","","54-009-0011","AQS","14","44"
"07/26/2018","16","PM10","","54-009-0011","AQS","16","."
"07/27/2018","11","PM10","","54-009-0011","AQS","11","."
"07/28/2018","31","PM2.5","","54-009-0005","AQS","12","31"
"07/29/2018","19","PM10","","54-009-0011","AQS","19","."
"07/30/2018","19","PM10","","54-009-0011","AQS","19","."
"07/31/2018","33","PM2.5","","54-009-0011","AQS","12","33"
"08/01/2018","14","PM10","","54-009-0011","AQS","14","."
"08/02/2018","16","PM10","","54-009-0011","AQS","16","."
"08/03/2018","50","PM2.5","","54-009-0011","AQS","19","50"
"08/04/2018","24","PM10","","54-009-0011","AQS","24","."
"08/05/2018","30","PM10","","54-009-0011","AQS","30","."
"08/06/2018","64","PM2.5","","54-009-0011","AQS","24","64"
"08/07/2018","19","PM10","","54-009-0011","AQS","19","."
"08/08/2018","15","PM10","","54-009-0011","AQS","15","."
"08/09/2018","41","PM2.5","","54-009-0005","AQS","13","41"
"08/10/2018","19","PM10","","54-009-0011","AQS","19","."
"08/11/2018","11","PM10","","54-009-0011","AQS","11","."
"08/12/2018","34","PM2.5","","54-009-0011","AQS","11","34"
"08/13/2018","13","PM10","","54-009-0011","AQS","13","."
"08/14/2018","19","PM10","","54-009-0011","AQS","19","."
"08/15/2018","68","PM2.5","","54-009-0011","AQS","32","68"
"08/16/2018","34","PM10","","54-009-0011","AQS","34","."
"08/17/2018","22","PM10","","54-009-0011","AQS","22","."
"08/18/2018","37","PM2.5","","54-009-0005","AQS","11","37"
"08/19/2018","11","PM10","","54-009-0011","AQS","11","."
"08/20/2018","14","PM10","","54-009-0011","AQS","14","."
"08/21/2018","31","PM2.5","","54-009-0011","AQS","12","31"
"08/22/2018","13","PM10","","54-009-0011","AQS","13","."
"08/23/2018","17","PM10","","54-009-0011","AQS","17","."
"08/24/2018","52","PM2.5","","54-009-0011","AQS","19","52"
"08/25/2018","21","PM10","","54-009-0011","AQS","21","."
"08/26/2018","30","PM10","","54-009-0011","AQS","30","."
"08/27/2018","70","PM2.5","","54-009-0011","AQS","33","70"
"08/28/2018","27","PM10","","54-009-0011","AQS","27","."
"08/29/2018","21","PM10","","54-009-0011","AQS","21","."
"08/30/2018","30","PM2.5","","54-009-0005","AQS","8","30"
"08/31/2018","17","PM10","","54-009-0011","AQS","17","."
"09/01/2018","17","PM10","","54-009-0011","AQS","17","."
"09/02/2018","36","PM2.5","","54-009-0011","AQS","15","36"
"09/03/2018","19","PM10","","54-009-0011","AQS","19","."
"09/04/2018","22","PM10","","54-009-0011","AQS","22","."
"09/05/2018","57","PM2.5","","54-009-0011","AQS","29","57"
"09/06/2018","21","PM10","","54-009-0011","AQS","21","."
"09/07/2018","9","PM10","","54-009-0011","AQS","9","."
"09/08/2018","24","PM2.5","","54-009-0011","AQS","4","24"
"09/09/2018","1","PM10","","54-009-0011","AQS","1","."
"09/10/2018","6","PM10","","54-009-0011","AQS","6","."
"09/11/2018","15","PM2.5","","54-009-0005","AQS","8","15"
"09/12/2018","14","PM10","","54-009-0011","AQS","14","."
"09/13/2018","12","PM10","","54-009-0011","AQS","12","."
"09/14/2018","24","PM2.5","","54-009-0011","AQS","10","24"
"09/15/2018","9","PM10","","54-009-0011","AQS","9","."
"09/16/2018","9","PM10","","54-009-0011","AQS","9","."
"09/17/2018","17","PM2.5","","54-009-0011","AQS","7","17"
"09/18/2018","13","PM10","","54-009-0011","AQS","13","."
"09/19/2018","13","PM10","","54-009-0011","AQS","13","."
"09/20/2018","58","PM2.5","","54-009-0005","AQS","19","58"
"09/21/2018","23","PM10","","54-009-0011","AQS","23","."
"09/22/2018","6","PM10","","54-009-0011","AQS","6","."
"09/23/2018","28","PM2.5","","54-009-0011","AQS","10","28"
"09/24/2018","6","PM10","","54-009-0011","AQS","6","."
"09/25/2018","13","PM10","","54-009-0011","AQS","13","."
"09/26/2018","25","PM2.5","","54-009-0011","AQS","10","25"
"09/27/2018","9","PM10","","54-009-0011","AQS","9","."
"09/28/2018","12","PM10","","54-009-0011","AQS","12","."
"09/29/2018","26","PM2.5","","54-009-0005","AQS","11","26"
"09/30/2018","19","PM10","","54-009-0011","AQS","19","."
"10/01/2018","25","PM10","","54-009-0011","AQS","25","."
"10/02/2018","52","PM2.5","","54-009-0011","AQS","23","52"
"10/03/2018","22","PM10","","54-009-0011","AQS","22","."
"10/04/2018","13","PM10","","54-009-0011","AQS","13","."
"10/05/2018","35","PM2.5","","54-009-0011","AQS","15","35"
"10/06/2018","19","PM10","","54-009-0011","AQS","19","."
"10/07/2018","23","PM10","","54-009-0011","AQS","23","."
"10/08/2018","53","PM2.5","","54-009-0011","AQS","20","53"
"10/09/2018","16","PM10","","54-009-0011","AQS","16","."
"10/10/2018","13","PM10","","54-009-0011","AQS","13","."
"10/11/2018","24","PM2.5","","54-009-0005","AQS","9","24"
"10/12/2018","6","PM10","","54-009-0011","AQS","6","."
"10/13/2018","5","PM10","","54-009-0011","AQS","5","."
"10/14/2018","22","PM2.5","","54-009-0011","AQS","7","22"
"10/16/2018","6","PM10","","54-009-0011","AQS","6","."
"10/17/2018","28","PM2.5","","54-009-0005","AQS","12","28"
"10/18/2018","9","PM10","","54-009-0011","AQS","9","."
"10/19/2018","20","PM10","","54-009-0011","AQS","20","."
"10/20/2018","25","PM2.5","","54-009-0005","AQS","8","25"
"10/21/2018","7","PM10","","54-009-0011","AQS","7","."
"10/22/2018","18","PM10","","54-009-0011","AQS","18","."
"10/23/2018","23","PM2.5","","54-009-0005","AQS","12","23"
"10/24/2018","6","PM10","","54-009-0011","AQS","6","."
"10/25/2018","8","PM10","","54-009-0011","AQS","8","."
"10/26/2018","21","PM2.5","","54-009-0011","AQS","8","21"
"10/27/2018","4","PM10","","54-009-0011","AQS","4","."
"10/28/2018","6","PM10","","54-009-0011","AQS","6","."
"10/29/2018","28","PM2.5","","54-009-0005","AQS","6","28"
"10/30/2018","17","PM10","","54-009-0011","AQS","17","."
"10/31/2018","20","PM10","","54-009-0011","AQS","20","."
"11/01/2018","25","PM2.5","","54-009-0005","AQS","9","25"
"11/02/2018","5","PM10","","54-009-0011","AQS","5","."
"11/03/2018","8","PM10","","54-009-0011","AQS","8","."
"11/04/2018","25","PM2.5","","54-009-0005","AQS","8","25"
"11/05/2018","9","PM10","","54-009-0011","AQS","9","."
"11/06/2018","7","PM10","","54-009-0011","AQS","7","."
"11/07/2018","23","PM2.5","","54-009-0005","AQS","9","23"
"11/08/2018","10","PM10","","54-009-0011","AQS","10","."
"11/09/2018","6","PM10","","54-009-0011","AQS","6","."
"11/10/2018","6","PM10","","54-009-0011","AQS","6","."
"11/11/2018","10","PM10","","54-009-0011","AQS","10","."
"11/12/2018","16","PM10","","54-009-0011","AQS","16","."
"11/13/2018","11","PM10","","54-009-0011","AQS","11","."
"11/14/2018","6","PM10","","54-009-0011","AQS","6","."
"11/15/2018","4","PM10","","54-009-0011","AQS","4","."
"11/16/2018","44","PM2.5","","54-009-0005","AQS","9","44"
"11/17/2018","15","PM10","","54-009-0011","AQS","15","."
"11/18/2018","15","PM10","","54-009-0011","AQS","15","."
"11/19/2018","40","PM2.5","","54-009-0005","AQS","6","40"
"11/20/2018","7","PM10","","54-009-0011","AQS","7","."
"11/21/2018","10","PM10","","54-009-0011","AQS","10","."
"11/22/2018","11","PM2.5","","54-009-0005","AQS","4","11"
"11/23/2018","9","PM10","","54-009-0011","AQS","9","."
"11/24/2018","8","PM10","","54-009-0011","AQS","8","."
"11/25/2018","48","PM2.5","","54-009-0005","AQS","13","48"
"11/26/2018","5","PM10","","54-009-0011","AQS","5","."
"11/27/2018","4","PM10","","54-009-0011","AQS","4","."
"11/28/2018","59","PM2.5","","54-009-0005","AQS","7","59"
"11/29/2018","11","PM10","","54-009-0011","AQS","11","."
"11/30/2018","19","PM10","","54-009-0011","AQS","19","."
"12/01/2018","53","PM2.5","","54-009-0005","AQS","10","53"
"12/02/2018","11","PM10","","54-009-0011","AQS","11","."
"12/03/2018","5","PM10","","54-009-0011","AQS","5","."
"12/04/2018","12","PM2.5","","54-009-0011","AQS","5","12"
"12/05/2018","6","PM10","","54-009-0011","AQS","6","."
"12/06/2018","8","PM10","","54-009-0011","AQS","8","."
"12/07/2018","36","PM2.5","","54-009-0005","AQS","8","36"
"12/08/2018","13","PM10","","54-009-0011","AQS","13","."
"12/09/2018","14","PM10","","54-009-0011","AQS","14","."
"12/10/2018","68","PM2.5","","54-009-0005","AQS","19","68"
"12/11/2018","19","PM10","","54-009-0011","AQS","19","."
"12/12/2018","20","PM10","","54-009-0011","AQS","20","."
"12/13/2018","67","PM2.5","","54-009-0011","AQS","24","67"
"12/14/2018","22","PM10","","54-009-0011","AQS","22","."
"12/15/2018","8","PM10","","54-009-0011","AQS","8","."
"12/16/2018","21","PM2.5","","54-009-0005","AQS","6","21"
"12/17/2018","9","PM10","","54-009-0011","AQS","9","."
"12/18/2018","10","PM10","","54-009-0011","AQS","10","."
"12/19/2018","68","PM2.5","","54-009-0011","AQS","31","68"
"12/20/2018","19","PM10","","54-009-0011","AQS","19","."
"12/21/2018","4","PM10","","54-009-0011","AQS","4","."
"12/22/2018","43","PM2.5","","54-009-0005","AQS","6","43"
"12/23/2018","11","PM10","","54-009-0011","AQS","11","."
"12/24/2018","6","PM10","","54-009-0011","AQS","6","."
"12/25/2018","56","PM2.5","","54-009-0011","AQS","19","56"
"12/26/2018","22","PM10","","54-009-0011","AQS","22","."
"12/27/2018","14","PM10","","54-009-0011","AQS","14","."
"12/28/2018","18","PM2.5","","54-009-0011","AQS","6","18"
"12/29/2018","5","PM10","","54-009-0011","AQS","5","."
"12/30/2018","13","PM10","","54-009-0011","AQS","13","."
"12/31/2018","53","PM2.5","","54-009-0005","AQS","18","53"
