"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","PM10","PM25"
"02/25/2020","16","PM10","","54-009-0011","AQS","16","."
"02/26/2020","5","PM10","","54-009-0011","AQS","5","."
"02/27/2020","51","PM2.5","","54-009-0005","AQS","6","51"
"02/28/2020","9","PM10","","54-009-0011","AQS","9","."
"02/29/2020","8","PM10","","54-009-0011","AQS","8","."
"03/01/2020","46","PM2.5","","54-009-0005","AQS","15","46"
"03/02/2020","16","PM10","","54-009-0011","AQS","16","."
"03/03/2020","7","PM10","","54-009-0011","AQS","7","."
"03/04/2020","21","PM2.5","","54-009-0005","AQS","9","21"
"03/05/2020","15","PM10","","54-009-0011","AQS","15","."
"03/06/2020","15","PM10","","54-009-0011","AQS","15","."
"03/07/2020","23","PM2.5","","54-009-0011","AQS","9","23"
"03/08/2020","21","PM10","","54-009-0011","AQS","21","."
"03/09/2020","23","PM10","","54-009-0011","AQS","23","."
"03/10/2020","34","PM2.5","","54-009-0011","AQS","13","34"
"03/11/2020","15","PM10","","54-009-0011","AQS","15","."
"03/12/2020","23","PM10","","54-009-0011","AQS","23","."
"03/13/2020","32","PM2.5","","54-009-0005","AQS","7","32"
"03/14/2020","8","PM10","","54-009-0011","AQS","8","."
"03/15/2020","7","PM10","","54-009-0011","AQS","7","."
"03/16/2020","26","PM2.5","","54-009-0011","AQS","11","26"
"03/17/2020","7","PM10","","54-009-0011","AQS","7","."
"03/18/2020","12","PM10","","54-009-0011","AQS","12","."
"03/19/2020","21","PM2.5","","54-009-0011","AQS","12","21"
"03/20/2020","6","PM10","","54-009-0011","AQS","6","."
"03/21/2020","6","PM10","","54-009-0011","AQS","6","."
"03/22/2020","25","PM2.5","","54-009-0005","AQS","7","25"
"03/23/2020","9","PM10","","54-009-0011","AQS","9","."
"03/24/2020","10","PM10","","54-009-0011","AQS","10","."
"03/25/2020","20","PM2.5","","54-009-0005","AQS","7","20"
"03/26/2020","19","PM10","","54-009-0011","AQS","19","."
"03/27/2020","13","PM10","","54-009-0011","AQS","13","."
"03/28/2020","52","PM2.5","","54-009-0011","AQS","22","52"
"03/29/2020","5","PM10","","54-009-0011","AQS","5","."
"03/30/2020","6","PM10","","54-009-0011","AQS","6","."
"03/31/2020","15","PM2.5","","54-009-0011","AQS","6","15"
"04/01/2020","6","PM10","","54-009-0011","AQS","6","."
"04/02/2020","7","PM10","","54-009-0011","AQS","7","."
"04/03/2020","24","PM2.5","","54-009-0011","AQS","11","24"
"04/04/2020","12","PM10","","54-009-0011","AQS","12","."
"04/05/2020","19","PM10","","54-009-0011","AQS","19","."
"04/06/2020","56","PM2.5","","54-009-0005","AQS","12","56"
"04/07/2020","23","PM10","","54-009-0011","AQS","23","."
"04/08/2020","8","PM10","","54-009-0011","AQS","8","."
"04/09/2020","28","PM2.5","","54-009-0005","AQS","6","28"
"04/10/2020","6","PM10","","54-009-0011","AQS","6","."
"04/11/2020","11","PM10","","54-009-0011","AQS","11","."
"04/12/2020","48","PM2.5","","54-009-0005","AQS","16","48"
"04/13/2020","7","PM10","","54-009-0011","AQS","7","."
"04/14/2020","6","PM10","","54-009-0011","AQS","6","."
"04/15/2020","38","PM2.5","","54-009-0005","AQS","12","38"
"04/16/2020","9","PM10","","54-009-0011","AQS","9","."
"04/17/2020","16","PM10","","54-009-0011","AQS","16","."
"04/18/2020","30","PM2.5","","54-009-0005","AQS","8","30"
"04/19/2020","11","PM10","","54-009-0011","AQS","11","."
"04/20/2020","8","PM10","","54-009-0011","AQS","8","."
"04/21/2020","29","PM2.5","","54-009-0005","AQS","11","29"
"04/22/2020","10","PM10","","54-009-0011","AQS","10","."
"04/23/2020","16","PM10","","54-009-0011","AQS","16","."
"04/24/2020","40","PM2.5","","54-009-0005","AQS","10","40"
"04/25/2020","12","PM10","","54-009-0011","AQS","12","."
"04/26/2020","3","PM10","","54-009-0011","AQS","3","."
"04/27/2020","20","PM2.5","","54-009-0005","AQS","8","20"
"04/28/2020","13","PM10","","54-009-0011","AQS","13","."
"04/29/2020","15","PM10","","54-009-0011","AQS","15","."
"04/30/2020","12","PM2.5","","54-009-0011","AQS","5","12"
"05/01/2020","6","PM10","","54-009-0011","AQS","6","."
"05/02/2020","16","PM10","","54-009-0011","AQS","16","."
"05/03/2020","41","PM2.5","","54-009-0005","AQS","18","41"
"05/04/2020","7","PM10","","54-009-0011","AQS","7","."
"05/05/2020","9","PM10","","54-009-0011","AQS","9","."
"05/06/2020","19","PM2.5","","54-009-0005","AQS","7","19"
"05/07/2020","21","PM10","","54-009-0011","AQS","21","."
"05/08/2020","13","PM10","","54-009-0011","AQS","13","."
"05/09/2020","18","PM2.5","","54-009-0005","AQS","8","18"
"05/10/2020","10","PM10","","54-009-0011","AQS","10","."
"05/11/2020","5","PM10","","54-009-0011","AQS","5","."
"05/12/2020","23","PM2.5","","54-009-0005","AQS","8","23"
"05/13/2020","19","PM10","","54-009-0011","AQS","19","."
"05/14/2020","20","PM10","","54-009-0011","AQS","20","."
"05/15/2020","36","PM2.5","","54-009-0011","AQS","14","36"
"05/16/2020","6","PM10","","54-009-0011","AQS","6","."
"05/17/2020","12","PM10","","54-009-0011","AQS","12","."
"05/18/2020","30","PM2.5","","54-009-0011","AQS","11","30"
"05/19/2020","9","PM10","","54-009-0011","AQS","9","."
"05/20/2020","10","PM10","","54-009-0011","AQS","10","."
"05/21/2020","29","PM2.5","","54-009-0011","AQS","14","29"
"05/22/2020","9","PM10","","54-009-0011","AQS","9","."
"05/23/2020","8","PM10","","54-009-0011","AQS","8","."
"05/24/2020","51","PM2.5","","54-009-0005","AQS","17","51"
"05/25/2020","19","PM10","","54-009-0011","AQS","19","."
"05/26/2020","18","PM10","","54-009-0011","AQS","18","."
"05/27/2020","25","PM2.5","","54-009-0005","AQS","11","25"
"05/28/2020","12","PM10","","54-009-0011","AQS","12","."
"05/29/2020","13","PM10","","54-009-0011","AQS","13","."
"05/30/2020","22","PM2.5","","54-009-0005","AQS","8","22"
"05/31/2020","9","PM10","","54-009-0011","AQS","9","."
"06/01/2020","15","PM10","","54-009-0011","AQS","15","."
"06/02/2020","42","PM2.5","","54-009-0011","AQS","24","42"
"06/03/2020","23","PM10","","54-009-0011","AQS","23","."
"06/04/2020","19","PM10","","54-009-0011","AQS","19","."
"06/05/2020","38","PM2.5","","54-009-0005","AQS","17","38"
"06/06/2020","16","PM10","","54-009-0011","AQS","16","."
"06/07/2020","9","PM10","","54-009-0011","AQS","9","."
"06/08/2020","32","PM2.5","","54-009-0011","AQS","13","32"
"06/09/2020","25","PM10","","54-009-0011","AQS","25","."
"06/10/2020","22","PM10","","54-009-0011","AQS","22","."
"06/11/2020","29","PM2.5","","54-009-0011","AQS","12","29"
"06/12/2020","17","PM10","","54-009-0011","AQS","17","."
"06/13/2020","7","PM10","","54-009-0011","AQS","7","."
"06/14/2020","25","PM2.5","","54-009-0011","AQS","10","25"
"06/15/2020","13","PM10","","54-009-0011","AQS","13","."
"06/16/2020","16","PM10","","54-009-0011","AQS","16","."
"06/17/2020","39","PM2.5","","54-009-0011","AQS","15","39"
"06/18/2020","10","PM10","","54-009-0011","AQS","10","."
"06/19/2020","15","PM10","","54-009-0011","AQS","15","."
"06/20/2020","51","PM2.5","","54-009-0005","AQS","15","51"
"06/21/2020","25","PM10","","54-009-0011","AQS","25","."
"06/22/2020","16","PM10","","54-009-0011","AQS","16","."
"06/23/2020","40","PM2.5","","54-009-0011","AQS","13","40"
"06/24/2020","7","PM10","","54-009-0011","AQS","7","."
"06/25/2020","19","PM10","","54-009-0011","AQS","19","."
"06/26/2020","40","PM2.5","","54-009-0011","AQS","19","40"
"06/27/2020","18","PM10","","54-009-0011","AQS","18","."
"06/28/2020","18","PM10","","54-009-0011","AQS","18","."
"06/29/2020","61","PM2.5","","54-009-0005","AQS","15","61"
"06/30/2020","15","PM10","","54-009-0011","AQS","15","."
"07/01/2020","9","PM10","","54-009-0011","AQS","9","."
"07/02/2020","40","PM2.5","","54-009-0011","AQS","15","40"
"07/03/2020","21","PM10","","54-009-0011","AQS","21","."
"07/04/2020","24","PM10","","54-009-0011","AQS","24","."
"07/05/2020","63","PM2.5","","54-009-0011","AQS","25","63"
"07/06/2020","23","PM10","","54-009-0011","AQS","23","."
"07/07/2020","25","PM10","","54-009-0011","AQS","25","."
"07/08/2020","48","PM2.5","","54-009-0005","AQS","15","48"
"07/09/2020","25","PM10","","54-009-0011","AQS","25","."
"07/10/2020","23","PM10","","54-009-0011","AQS","23","."
"07/11/2020","30","PM2.5","","54-009-0005","AQS","9","30"
"07/12/2020","18","PM10","","54-009-0011","AQS","18","."
"07/13/2020","12","PM10","","54-009-0011","AQS","12","."
"07/14/2020","41","PM2.5","","54-009-0005","AQS","10","41"
"07/15/2020","16","PM10","","54-009-0011","AQS","16","."
"07/16/2020","30","PM10","","54-009-0011","AQS","30","."
"07/17/2020","40","PM2.5","","54-009-0005","AQS","14","40"
"07/18/2020","24","PM10","","54-009-0011","AQS","24","."
"07/19/2020","23","PM10","","54-009-0011","AQS","23","."
"07/20/2020","34","PM2.5","","54-009-0005","AQS","12","34"
"07/21/2020","19","PM10","","54-009-0011","AQS","19","."
"07/22/2020","12","PM10","","54-009-0011","AQS","12","."
"07/23/2020","33","PM2.5","","54-009-0011","AQS","13","33"
"07/24/2020","12","PM10","","54-009-0011","AQS","12","."
"07/25/2020","16","PM10","","54-009-0011","AQS","16","."
"07/26/2020","51","PM2.5","","54-009-0011","AQS","19","51"
"07/27/2020","20","PM10","","54-009-0011","AQS","20","."
"07/28/2020","11","PM10","","54-009-0011","AQS","11","."
"07/29/2020","50","PM2.5","","54-009-0005","AQS","19","50"
"07/30/2020","26","PM10","","54-009-0011","AQS","26","."
"07/31/2020","13","PM10","","54-009-0011","AQS","13","."
"08/01/2020","35","PM2.5","","54-009-0011","AQS","15","35"
"08/02/2020","6","PM10","","54-009-0011","AQS","6","."
"08/03/2020","11","PM10","","54-009-0011","AQS","11","."
"08/04/2020","29","PM2.5","","54-009-0005","AQS","10","29"
"08/05/2020","8","PM10","","54-009-0011","AQS","8","."
"08/06/2020","12","PM10","","54-009-0011","AQS","12","."
"08/07/2020","38","PM2.5","","54-009-0011","AQS","15","38"
"08/08/2020","17","PM10","","54-009-0011","AQS","17","."
"08/09/2020","22","PM10","","54-009-0011","AQS","22","."
"08/10/2020","62","PM2.5","","54-009-0011","AQS","28","62"
"08/11/2020","20","PM10","","54-009-0011","AQS","20","."
"08/12/2020","16","PM10","","54-009-0011","AQS","16","."
"08/13/2020","33","PM2.5","","54-009-0011","AQS","15","33"
"08/14/2020","14","PM10","","54-009-0011","AQS","14","."
"08/15/2020","13","PM10","","54-009-0011","AQS","13","."
"08/16/2020","34","PM2.5","","54-009-0011","AQS","11","34"
"08/17/2020","12","PM10","","54-009-0011","AQS","12","."
"08/18/2020","10","PM10","","54-009-0011","AQS","10","."
"08/19/2020","20","PM2.5","","54-009-0011","AQS","9","20"
"08/20/2020","15","PM10","","54-009-0011","AQS","15","."
"08/21/2020","19","PM10","","54-009-0011","AQS","19","."
"08/22/2020","53","PM2.5","","54-009-0011","AQS","24","53"
"08/23/2020","14","PM10","","54-009-0011","AQS","14","."
"08/24/2020","19","PM10","","54-009-0011","AQS","19","."
"08/25/2020","53","PM2.5","","54-009-0005","AQS","20","53"
"08/26/2020","25","PM10","","54-009-0011","AQS","25","."
"08/27/2020","18","PM10","","54-009-0011","AQS","18","."
"08/28/2020","43","PM2.5","","54-009-0011","AQS","20","43"
"08/29/2020","9","PM10","","54-009-0011","AQS","9","."
"08/30/2020","9","PM10","","54-009-0011","AQS","9","."
"08/31/2020","28","PM2.5","","54-009-0011","AQS","14","28"
"09/01/2020","17","PM10","","54-009-0011","AQS","17","."
"09/02/2020","14","PM10","","54-009-0011","AQS","14","."
"09/03/2020","29","PM2.5","","54-009-0011","AQS","12","29"
"09/04/2020","10","PM10","","54-009-0011","AQS","10","."
"09/05/2020","19","PM10","","54-009-0011","AQS","19","."
"09/06/2020","41","PM2.5","","54-009-0011","AQS","20","41"
"09/07/2020","19","PM10","","54-009-0011","AQS","19","."
"09/08/2020","20","PM10","","54-009-0011","AQS","20","."
"09/09/2020","52","PM2.5","","54-009-0011","AQS","21","52"
"09/10/2020","20","PM10","","54-009-0011","AQS","20","."
"09/11/2020","9","PM10","","54-009-0011","AQS","9","."
"09/12/2020","35","PM2.5","","54-009-0011","AQS","16","35"
"09/13/2020","12","PM10","","54-009-0011","AQS","12","."
"09/14/2020","9","PM10","","54-009-0011","AQS","9","."
"09/15/2020","13","PM2.5","","54-009-0005","AQS","7","13"
"09/16/2020","18","PM10","","54-009-0011","AQS","18","."
"09/17/2020","19","PM10","","54-009-0011","AQS","19","."
"09/18/2020","30","PM2.5","","54-009-0011","AQS","13","30"
"09/19/2020","7","PM10","","54-009-0011","AQS","7","."
"09/20/2020","10","PM10","","54-009-0011","AQS","10","."
"09/21/2020","21","PM2.5","","54-009-0011","AQS","11","21"
"09/22/2020","15","PM10","","54-009-0011","AQS","15","."
"09/23/2020","26","PM10","","54-009-0011","AQS","26","."
"09/24/2020","53","PM2.5","","54-009-0005","AQS","32","53"
"09/25/2020","21","PM10","","54-009-0011","AQS","21","."
"09/26/2020","20","PM10","","54-009-0011","AQS","20","."
"09/27/2020","23","PM2.5","","54-009-0005","AQS","14","23"
"09/28/2020","18","PM10","","54-009-0011","AQS","18","."
"09/29/2020","7","PM10","","54-009-0011","AQS","7","."
"09/30/2020","20","PM2.5","","54-009-0005","AQS","11","20"
"10/01/2020","9","PM10","","54-009-0011","AQS","9","."
"10/02/2020","8","PM10","","54-009-0011","AQS","8","."
"10/03/2020","34","PM2.5","","54-009-0011","AQS","11","34"
"10/04/2020","10","PM10","","54-009-0011","AQS","10","."
"10/05/2020","7","PM10","","54-009-0011","AQS","7","."
"10/06/2020","37","PM2.5","","54-009-0011","AQS","14","37"
"10/07/2020","21","PM10","","54-009-0011","AQS","21","."
"10/08/2020","14","PM10","","54-009-0011","AQS","14","."
"10/09/2020","48","PM2.5","","54-009-0011","AQS","26","48"
"10/10/2020","20","PM10","","54-009-0011","AQS","20","."
"10/11/2020","14","PM10","","54-009-0011","AQS","14","."
"10/12/2020","9","PM2.5","","54-009-0005","AQS","6","9"
"10/13/2020","9","PM10","","54-009-0011","AQS","9","."
"10/14/2020","23","PM10","","54-009-0011","AQS","23","."
"10/15/2020","24","PM2.5","","54-009-0011","AQS","21","24"
"10/16/2020","8","PM10","","54-009-0011","AQS","8","."
"10/17/2020","22","PM10","","54-009-0011","AQS","22","."
"10/18/2020","33","PM2.5","","54-009-0005","AQS","17","33"
"10/19/2020","23","PM10","","54-009-0011","AQS","23","."
"10/20/2020","14","PM10","","54-009-0011","AQS","14","."
"10/21/2020","51","PM2.5","","54-009-0011","AQS","30","51"
"10/22/2020","23","PM10","","54-009-0011","AQS","23","."
"10/23/2020","31","PM10","","54-009-0011","AQS","31","."
"10/24/2020","17","PM2.5","","54-009-0011","AQS","4","17"
"10/25/2020","6","PM10","","54-009-0011","AQS","6","."
"10/26/2020","9","PM10","","54-009-0011","AQS","9","."
"10/27/2020","15","PM2.5","","54-009-0005","AQS","7","15"
"10/28/2020","7","PM10","","54-009-0011","AQS","7","."
"10/29/2020","4","PM10","","54-009-0011","AQS","4","."
"10/30/2020","13","PM2.5","","54-009-0005","AQS","5","13"
"10/31/2020","13","PM10","","54-009-0011","AQS","13","."
"11/01/2020","13","PM10","","54-009-0011","AQS","13","."
"11/02/2020","27","PM2.5","","54-009-0005","AQS","6","27"
"11/03/2020","21","PM10","","54-009-0011","AQS","21","."
"11/04/2020","26","PM10","","54-009-0011","AQS","26","."
"11/05/2020","40","PM2.5","","54-009-0005","AQS","25","40"
"11/06/2020","31","PM10","","54-009-0011","AQS","31","."
"11/07/2020","33","PM10","","54-009-0011","AQS","33","."
"11/08/2020","73","PM2.5","","54-009-0005","AQS","29","73"
"11/09/2020","33","PM10","","54-009-0011","AQS","33","."
"11/10/2020","21","PM10","","54-009-0011","AQS","21","."
"11/11/2020","19","PM2.5","","54-009-0005","AQS","14","19"
"11/12/2020","7","PM10","","54-009-0011","AQS","7","."
"11/13/2020","16","PM10","","54-009-0011","AQS","16","."
"11/14/2020","44","PM2.5","","54-009-0005","AQS","13","44"
"11/15/2020","13","PM10","","54-009-0011","AQS","13","."
"11/16/2020","6","PM10","","54-009-0011","AQS","6","."
"11/17/2020","18","PM2.5","","54-009-0005","AQS","8","18"
"11/18/2020","8","PM10","","54-009-0011","AQS","8","."
"11/19/2020","19","PM10","","54-009-0011","AQS","19","."
"11/20/2020","35","PM2.5","","54-009-0005","AQS","20","35"
"11/21/2020","17","PM10","","54-009-0011","AQS","17","."
"11/22/2020","11","PM10","","54-009-0011","AQS","11","."
"11/23/2020","38","PM2.5","","54-009-0005","AQS","7","38"
"11/24/2020","17","PM10","","54-009-0011","AQS","17","."
"11/25/2020","16","PM10","","54-009-0011","AQS","16","."
"11/26/2020","14","PM2.5","","54-009-0005","AQS","7","14"
"11/27/2020","9","PM10","","54-009-0011","AQS","9","."
"11/28/2020","13","PM10","","54-009-0011","AQS","13","."
"11/29/2020","54","PM2.5","","54-009-0011","AQS","20","54"
"11/30/2020","7","PM10","","54-009-0011","AQS","7","."
"12/01/2020","5","PM10","","54-009-0011","AQS","5","."
"12/02/2020","34","PM2.5","","54-009-0005","AQS","8","34"
"12/03/2020","11","PM10","","54-009-0011","AQS","11","."
"12/04/2020","13","PM10","","54-009-0011","AQS","13","."
"12/05/2020","37","PM2.5","","54-009-0005","AQS","10","37"
"12/06/2020","3","PM10","","54-009-0011","AQS","3","."
"12/07/2020","6","PM10","","54-009-0011","AQS","6","."
"12/08/2020","40","PM2.5","","54-009-0005","AQS","7","40"
"12/09/2020","20","PM10","","54-009-0011","AQS","20","."
"12/10/2020","28","PM10","","54-009-0011","AQS","28","."
"12/11/2020","64","PM2.5","","54-009-0011","AQS","31","64"
"12/12/2020","23","PM10","","54-009-0011","AQS","23","."
"12/13/2020","7","PM10","","54-009-0011","AQS","7","."
"12/14/2020","30","PM2.5","","54-009-0005","AQS","7","30"
"12/15/2020","8","PM10","","54-009-0011","AQS","8","."
"12/16/2020","7","PM10","","54-009-0011","AQS","7","."
"12/17/2020","56","PM2.5","","54-009-0005","AQS","12","56"
"12/18/2020","12","PM10","","54-009-0011","AQS","12","."
"12/19/2020","8","PM10","","54-009-0011","AQS","8","."
"12/20/2020","36","PM2.5","","54-009-0011","AQS","9","36"
"12/21/2020","9","PM10","","54-009-0011","AQS","9","."
"12/22/2020","7","PM10","","54-009-0011","AQS","7","."
"12/23/2020","29","PM2.5","","54-009-0011","AQS","12","29"
"12/24/2020","7","PM10","","54-009-0011","AQS","7","."
"12/25/2020","12","PM10","","54-009-0011","AQS","12","."
"12/26/2020","32","PM2.5","","54-009-0005","AQS","11","32"
"12/27/2020","22","PM10","","54-009-0011","AQS","22","."
"12/28/2020","9","PM10","","54-009-0011","AQS","9","."
"12/29/2020","21","PM2.5","","54-009-0005","AQS","7","21"
"12/30/2020","14","PM10","","54-009-0011","AQS","14","."
"12/31/2020","7","PM10","","54-009-0011","AQS","7","."
